,Channel_Name,Language,Tags,Last_Played_Game,Game_ID,ChannelID,Count,followers
1248,mutex,en,"['Pro', 'English', 'warzone', 'mutex', 'MUMU', 'french', 'Arabic']",Call of Duty: Warzone,512710,98506045,77579,942594
1249,murda,en,['English'],Just Chatting,509658,78397626,15158,141148
1250,myth,en,myth,myth,myth,110690086,45648,7292053
1251,naguura,en,"['English', 'Educational', 'Moonkin', 'TheWarWithin', 'MythicPlusKeys', 'Dungeons', 'Mythic']",World of Warcraft,18122,39159998,33945,349855
1252,neoness007,en,"['Warframe', 'PlayingWithViewers', 'NewPlayerFriendly', 'Farming', 'BeginnerPlayers', 'HelpingNewPlayers', 'AMA', 'FreeRewards', 'RewardsEnabled', 'English']",Warframe,66170,62502182,4291,114910
1253,nerdstreet,en,"['esports', 'Tournament', 'English']",Super Smash Bros. Ultimate,504461,97876585,2144,300834
1254,nikof,fr,"['Nikof', 'Français', 'M8WIN']",Fortnite,33214,110119637,14095,664762
1255,noctisak47,th,"['ภาษาไทย', 'ไทย']",Dota 2,29595,141414675,14510,124140
1256,move_mind,pt,"['Português', 'gta', 'cod', 'csgo']",Just Chatting,509658,104320683,24471,284043
1257,navcia,pl,"['irl', 'chilly', 'polish', 'Polski', 'Online', 'CoStream']",Just Chatting,509658,41180913,5784,342991
1258,nemo_good,ja,['日本語'],Street Fighter 6,55453844,161835870,6715,77490
1259,nniru,ja,['日本語'],Apex Legends,511224,460120312,30453,420115
1260,noahreyli,de,['Deutsch'],Fortnite,33214,146994920,50962,774263
1261,naded,en,"['Hype', 'React', 'Comedy', 'Gaming', 'Bald', 'Roblox', 'Halo', 'Pets', 'Roast', 'Pro']",Halo: The Master Chief Collection,417969,4331474,3620,125471
1262,multiplayerit,it,"['italiano', 'news', 'videogiochi', 'Italiano', 'quattrochiacchiere', 'justchatting', 'gamescom', 'gamescom2024', 'openingnightlive2024']",Special Events,509663,48199446,4809,96900
1263,natalan,es,"['Guatemala', 'México', 'Español']",Just Chatting,509658,189260132,31352,1831582
1264,natsumiii,en,"['Singing', 'English', 'Chill', 'VTuberSometimes', '한국어', '廣東話Cantonese']",PlateUp!,1115711128,42177890,53903,472065
1265,nmplol,en,"['English', 'otk', 'Funny', 'food', 'Cooking', 'Depression', 'MEN']",Just Chatting,509658,21841789,143703,1127544
1266,moondye7,de,"['german', 'deutsch', 'dj', 'react', 'pvp', 'multiplayer', 'survival', 'openworld', 'GIgaChad', 'battleroyale']",Escape from Tarkov,491931,35933008,717,328153
1267,mount,pt,['Português'],Just Chatting,509658,58115154,41607,1030555
1268,murilosoo,pt,['Português'],Just Chatting,509658,202987684,40,180474
1269,mym_alkapone,es,"['viejito', 'pasosekiro', 'noterminoNier', 'Español', 'CampeonHormigeo2', 'NoJuegoBaldurs', 'DerrotoAMalieniaRapido', 'expulidordediscos', 'SpeedRunnerdeOutlast']",Black Myth: Wukong,519291,31478096,45478,1151972
1270,mysportsch,de,"['WinterSports', 'ActionSports', 'MatchCommentary', 'Deutsch']",NHL 23,731327454,586801846,1419,12191
1271,neimki,en,['English'],Just Chatting,509658,690743438,15214,343351
1272,ness,pt,['Português'],Hearthstone,138585,106690387,10008,141490
1273,nix,ru,['Русский'],Just Chatting,509658,67708794,27661,813523
1274,moonmoon,en,['English'],Black Myth: Wukong,519291,121059319,109007,1198677
1275,mrstiventc,es,['Español'],Just Chatting,509658,517677074,33167,1262216
1276,mywtheking,fr,['Français'],League of Legends,21779,42120234,9308,91365
1277,nbcolympics,en,nbcolympics,Sports,518203,492141441,26,30095
1278,nikolarn,en,"['Giveaway', 'English', 'ADHD']",Counter-Strike,32399,66272442,24256,564735
1279,ninja,en,"['English', 'Fortnite', 'Gamer', 'Funny', 'Professional', 'battleroyale', 'Competitive', 'drinknutcase', 'ninja', 'Boomer']",Fortnite,33214,19571641,227793,19064422
1280,mrsheeplive,en,"['history', 'English']",For Honor,490382,169153562,467,25829
1281,mymtumtum69,es,"['Español', 'Vtuber', 'mexicano', 'tumtum', 'apuestas', 'DIV', 'botinrenacido']",Carreras de Velocidad,1489303939,42999001,10978,596619
1282,nannitwitch,it,"['LGBTQIAPlush', 'Music', 'Gaming', 'Italiano']",Just Chatting,509658,513749125,11007,104792
1283,nissaxter,es,"['lol', 'Ranked', 'Español', 'ADC']",League of Legends,21779,42351942,44834,807617
1284,nobru,pt,nobru,Garena Free Fire,502732,506590738,74581,3785635
1285,monstercat,en,"['DJ', 'MusicEvents', 'English', 'DanceMusic', 'ElectronicMusic']",Music,26936,27446517,7230,814957
1286,msmsms213,ko,['한국어'],Just Chatting,509658,138117005,14063,190466
1287,muangfang,th,"['thai', 'thailand', 'ภาษาไทย']",Grand Theft Auto V,32982,687696459,5212,61262
1288,mulder,ru,"['drops', 'ДропсыВключены', 'Русский']",Dead by Daylight,491487,114010306,10963,109212
1289,naowh,en,"['PvE', 'MDI', 'TGP', 'Retail', 'Raid', 'Tanking', 'DemonHunter', 'Dragonflight', 'English', 'Dungeons']",World of Warcraft,18122,53649632,41522,283330
1290,nikitonipongotv,es,['Español'],VALORANT,516575,127443997,24235,591072
1291,monodie,fr,"['Français', 'DropsActivés']",Eco,6959,138657790,7711,41079
1292,mukai_fps,ja,"['雑談', 'ネタバレ禁止', '日本語']",Apex Legends,511224,131574416,28641,98037
1293,mushway,fr,['Français'],VALORANT,516575,81432617,17471,475991
1294,nickeh30,en,"['Canadian', 'Positivity', 'BattleRoyale', 'PC', 'FamilyFriendly', 'Multiplayer', 'PVP', 'PlayingWithViewers', 'English', 'Drops']",Fortnite,33214,44424631,85869,5495318
1295,nidas,en,"['React', 'Discussions', 'Culture', 'Roleplay', 'Movies', 'English']",Black Myth: Wukong,519291,138907338,25969,112735
1296,montanablack88,de,['Deutsch'],Just Chatting,509658,45044816,559724,5391215
1297,mortenroyale,de,['Deutsch'],Clash Royale,491168,135558945,28976,348295
1298,never_loses,zh,"['中文', '八強', '好熊寶', '愛熊熊', 'nlnlsofun', 'NL']",Just Chatting,509658,29722828,32841,291931
1299,nl_kripp,en,['English'],Hearthstone,138585,29795919,120870,1516589
1300,moogrr1211,ko,['한국어'],World of Warcraft,18122,110345640,8647,54470
1301,petezahhutt,en,"['English', 'NoBackseatingUnlessTFT']",Minecraft,27471,21837508,17530,460391
1302,noway4u_sir,de,['Deutsch'],League of Legends,21779,85397463,103754,689027
1303,nuuhfps,pt,"['Português', 'VALORANT', 'humor']",Slots,498566,54387112,11018,208439
1304,nymn,en,"['english', 'forsen', 'react', 'xqc', 'cat', 'chill', 'gaming', 'AMA', 'ADHD', 'Football']",Just Chatting,509658,62300805,27728,312150
1305,ocalheiros,pt,['Português'],Just Chatting,509658,95032018,6767,28827
1306,ohtofu,en,['English'],ELDEN RING,512953,96235256,27390,220283
1307,otplol_,fr,"['Esport', 'Français']",League of Legends,21779,622498423,188378,743289
1308,parkseorim,ko,"['한국어', '로스트아크', '버서커', '종합게임', '검은사막', '박서림']",Lost Ark,490100,140179881,3795,27770
1309,petrusco2,es,['Español'],Grand Theft Auto V,32982,26024816,2966,62625
1310,piecesgg,en,piecesgg,World of Warcraft,18122,513738522,15,20301
1311,nokduro,ko,['한국어'],Just Chatting,509658,137687203,57574,286506
1312,officialandypyro,en,"['slots', 'Suomi', 'Englanti', 'English', 'Rerun']",Slots,498566,46021592,4065,282019
1313,olesyaliberman,en,['English'],Just Chatting,509658,184147110,14289,834211
1314,omofficial,fr,"['Français', 'Football', 'Marseille', 'OM', 'olympiquedemarseille']",Sports,518203,491625140,6440,333798
1315,patopapao,pt,['Português'],Backpack Battles,340920845,35647075,16320,697010
1316,payo,en,"['Quebec', 'Canadian', 'WoW', 'PvP', 'adhd', 'Qc', 'Québec', 'English', 'Français', 'seasonofdiscovery']",World of Warcraft,18122,59624901,33325,327088
1317,pieman,en,"['English', 'DropsEnabled']",Call of Duty: Warzone,512710,122881889,21233,139798
1318,obsessiontwitch,es,"['México', 'VTuber', 'Armin', 'Obsession', 'EstaSquad', 'Español', 'VRchat']",Just Chatting,509658,148147054,5610,244820
1319,odablock,en,"['bald', 'topg', 'arab', 'anime', 'ama', 'funny', 'hair', 'react', 'irl', 'English']",Old School RuneScape,459931,177730578,52769,308024
1320,odpixel,en,"['MMR', 'ODPixel', 'English', 'Ranked']",Dota 2,29595,68406726,3932,155853
1321,papaplatte,de,"['dumm', 'wer', 'guckt', 'german', 'Deutsch']",Minecraft,27471,50985620,68260,2511127
1322,pchal,en,"['Nuzlocke', 'RunAndBun', 'Balding', 'RockClimbing', 'Pokedoku', 'Techno', 'homework', 'AdderallEnjoyer', 'Polyamorous', 'ClubMate']",Pokémon,1982936547,111971097,19416,312791
1323,pengu,en,['English'],Dota 2,29595,85956078,32945,995211
1324,peroniaxdeluxe,es,"['español', 'supervivencia', 'roleplay', 'oldschool', 'dayz', 'turmana', 'ingles', 'survival', 'Español']",DayZ,65632,74571203,1831,53164
1325,okcode,en,"['Vtuber', 'Anime', 'English', 'ASMR', 'Meme', 'Chill', 'ADHD', 'Suffering', 'Copium']",FINAL FANTASY XIV ONLINE,24241,410965603,48367,315719
1326,overpow,pl,"['Polski', 'Wielkopolska', 'father', 'of', 'accoustic', 'child']",Black Myth: Wukong,519291,8822303,20055,311979
1327,pakusyo,ko,"['한국어', 'icecrown', 'citadel', 'ptr', 'lck', 'icc', 'lichking', 'Classic']",World of Warcraft,18122,145178632,4060,20286
1328,peterpark,en,"['Variety', 'English', 'DropsEnabled']",Overwatch 2,515025,124494583,47007,557781
1329,phunkroyal,de,"['JustChatting', 'Deutsch', 'Mature', 'nurfürErwachsene', 'SchönerStream', 'RichtigSchönerStream', 'SchöneZuschauer', 'DooferPhunk']",Black Myth: Wukong,519291,21431060,46352,282476
1330,ogmeik,es,"['Roleplay', 'RP', 'Tarkov', 'Leagueofleagends', 'Español', 'mk', 'pokemon']",Escape from Tarkov,491931,466198311,3971,56349
1331,paulanobre,pt,"['Mulher', 'Português', 'fps', 'justchattıng', 'Inglês']",Just Chatting,509658,55660184,29023,676206
1332,pch3lk1n,ru,['Русский'],Just Chatting,509658,48978939,26471,553938
1333,nowayzao,pt,['Português'],Counter-Strike,32399,195680504,9095,148207
1334,oonolive,fr,['Français'],World of Warcraft,18122,70983894,8898,104037
1335,peereira7,es,['Español'],VALORANT,516575,182714869,30168,1135819
1336,novby,cs,['Čeština'],IRL,509672,250364631,14690,155660
1337,nukomaro2020,ja,['日本語'],"Animals, Aquariums, and Zoos",272263131,464480572,5632,50304
1338,paoloidolo,it,['Italiano'],League of Legends,21779,29750090,23066,458631
1339,pato,es,['Español'],Slots,498566,262480800,10592,499112
1340,phyzikk,fr,['Français'],Call of Duty: Warzone,512710,73522739,17649,267264
1341,piazztwitch,it,"['fortnite', 'DropAbilitati', 'Italiano']",Just Chatting,509658,131342532,13827,316029
1342,orslok,es,['Español'],ELDEN RING,512953,25058448,731,823213
1343,northernlion,en,"['bald', 'peloton', 'groceries', 'CostcoExecutiveMember', 'English']",Slay the Spire,496902,14371185,45153,716994
1344,nugiyen,en,"['English', 'Sarcastic']",Special Events,509663,30967548,21070,154084
1345,oestagiario,pt,"['Português', 'Esportes', 'Futebol']",Just Chatting,509658,252606559,54063,376525
1346,olyashaa,ru,"['некрасивыеженщины', 'низкоинтеллектуальность', 'отсутствиеталантов', 'зашквар', 'кринж', 'рандомнаятелка', 'старость', 'викакартерсекссимвол', 'Русский', 'ruSprint']",Just Chatting,509658,104717035,27875,709550
1347,ookina,pt,['Português'],Virtual Casino,29452,128544632,9599,412745
1348,ops1x,en,['English'],Fortnite,33214,185619753,68961,1343361
1349,orangemorange,de,['Deutsch'],Just Chatting,509658,95603047,29809,521973
1350,paka9999,ko,['한국어'],League of Legends,21779,164459256,70294,490572
1351,pankyy,tr,['Türkçe'],League of Legends,21779,82388424,19379,499146
1352,papomc,es,"['Español', 'bestia', 'PapoMC', 'BESTIA', 'sorteos', 'poker', 'pokerstars', 'pokeronline']",Just Chatting,509658,536794313,13761,1782464
1353,paradeev1ch,ru,['Русский'],Just Chatting,509658,515044370,11677,1961730
1354,patriota,pt,['Português'],Fortnite,33214,28703999,23707,1109314
1355,pestily,en,"['English', 'Educational']",Escape from Tarkov,491931,106013742,68644,1382064
1356,pietsmiet,de,['Deutsch'],World of Warcraft,18122,21991090,74142,799843
1357,nosoyunytuber,es,"['garenafreefire', 'Español']",Garena Free Fire,502732,422911605,3185,227566
1358,okingbr,pt,['Português'],Fortnite,33214,443654989,14975,636020
1359,okyyy,es,['Español'],Just Chatting,509658,462594741,13059,1004637
1360,ovotz,pt,"['Português', 'Dedé', 'GTARP', 'CPX', 'GTA', 'fivem', 'Ruinxos']",Grand Theft Auto V,32982,210014596,88,839021
1361,pathofexile,en,"['PathofExile', 'race', 'Esports', 'event', 'English', 'DropsEnabled']",Path of Exile,29307,35821635,361,332256
1362,pavelskibh,en,['English'],Call of Dragons,561028012,153467048,22018,209325
1363,peachfps,en,"['English', 'adhd', 'solo', 'soloqueue', 'challenge', 'ChallengeRun']",Ghost of Tsushima,499856,44391234,1262,26044
1364,nyanners,en,"['vtuber', 'HouseArrest', 'PSYCHOLOGICAL', 'English', 'Gayfriendly', 'Anime', 'ENVtuber', 'furrysafespace', 'Mongolia', 'DROPS']",Just Chatting,509658,82350088,57260,1041317
1365,obm1025,ko,['한국어'],Just Chatting,509658,166079347,57861,885871
1366,onscreen,en,"['British', 'UK', 'Drops', 'English']",Just Chatting,509658,27121969,11837,860230
1367,pathofexilebota,ru,['Русский'],Path of Exile,29307,232372312,12716,97050
1368,pg_esports,it,"['Esports', 'Italiano']",Fortnite,33214,52650914,5417,142728
1369,noraexplorer,en,['English'],Just Chatting,509658,173164131,7414,211263
1370,orkpod,ru,['Русский'],Heroes of the Storm,32959,44162266,13896,263279
1371,pace22,en,"['English', 'memes', 'DropsEnabled']",Hunt: Showdown 1896,500188,31457014,17677,268437
1372,paladinsgame,en,['English'],Paladins,491115,94706671,15183,390062
1373,pearlescentmoon,en,"['English', 'NoBackseating']",Minecraft,27471,75366734,12519,299834
1374,pgod,es,"['Español', 'English', 'valorant', 'onichan']",VALORANT,516575,198434884,42809,888033
1375,noobowl,en,['English'],Teamfight Tactics,513143,59703165,1445,23356
1376,numotthenummy,en,"['attractive', 'swole', 'righteous', 'gentle', 'kind', 'patient', 'compassionate', 'graceful', 'beautiful', 'omnibenevolent']",Magic: The Gathering,2748,26302559,11996,142038
1377,otzdarva,en,['English'],Dead by Daylight,491487,61812950,118257,1032776
1378,pacific8815,ko,"['justchatting', '한국어']",Just Chatting,509658,81857784,48018,235595
1379,pantoufl,fr,"['politique', 'débat', 'discussion', 'MANGEZLESRICHES', 'react', 'justchatting', 'Français', 'actualité']",Just Chatting,509658,35806568,5089,66808
1380,perxitaa,es,"['Español', 'KingsLeague', 'QueensLeague', 'Roleplay']",Grand Theft Auto V,32982,35980866,39432,2493069
1381,northwar,en,['English'],Diablo IV,515024,29912693,1294,25496
1382,nuke73,ru,['Русский'],The Binding of Isaac: Repentance,1414860634,27954235,17428,141512
1383,philza,en,"['Philza', 'blockgame', 'distracted', 'English', 'qsmp']",Minecraft,27471,3389768,194692,4340238
1384,ogadotapit,en,['Esports'],Dota 2,29595,59168409,82853,246351
1385,oyunfatiihi,tr,"['Roleplay', 'Türkçe', 'fivem', 'oyun', 'oyunfatihi', 'güncel', 'fps', 'türkçefps', 'dropaktif', 'XDEFIANT']",Grand Theft Auto V,32982,276315580,12740,177151
1386,p4wnyhof,en,"['English', 'FamilyFriendly', 'Education']",Diablo IV,515024,71672341,29631,505399
1387,pevor13,pl,"['Polski', 'English']",Just Chatting,509658,91538537,19022,284211
1388,paymoneywubby,en,['English'],Just Chatting,509658,38251312,48211,646536
1389,ogaminglol,fr,['Esport'],Teamfight Tactics,513143,71852533,7561,515685
1390,ogamingsc2,fr,['Esport'],StarCraft II,490422,71852806,10609,112374
1391,olsior,uk,"['Українська', 'Україна', 'Українець', 'вау', 'чай']",Just Chatting,509658,40653495,13463,100305
1392,oniyadayo,ja,['日本語'],Just Chatting,509658,605425209,18239,293343
1393,ovationesports,de,['Interviews'],ALTF4,791968461,498585966,22,26003
1394,pabellon_4,es,['Español'],Slots,498566,514595736,33473,614422
1395,pago3,pl,"['Polski', 'English']",Just Chatting,509658,29468517,38446,785997
1396,pieface23,en,"['English', 'eafc', 'eafc24']",EA Sports FC 24,143106037,52615982,56176,913123
1397,noko,en,"['Fun', 'FUNNY', 'English', 'apex', 'apexlegends', 'apexpredator', 'apexpro']",Apex Legends,511224,37175851,55999,391708
1398,notmes,en,['English'],World of Warcraft,18122,38878346,18432,157319
1399,nwslofficial,en,['English'],Sports,518203,489387026,3755,72754
1400,penta,en,"['educational', 'Socialeating', 'English']",Grand Theft Auto V,32982,84316241,52242,359571
1401,ray,en,"['TinasHusband', 'FrameRateMerch', 'Number51', 'BetaHetero', 'English']",Just Chatting,509658,85875635,18405,600453
1402,pikabooirl,en,['English'],World of Warcraft,18122,27992608,21281,448070
1403,pompeyo4,es,"['Español', 'comedia']",Minecraft,27471,118220323,19839,288737
1404,posty,en,"['FPS', 'PVP', 'JUICE', 'Bad', 'English', 'solo', 'xd', 'xdd', 'DropsEnabled']",Rust,263490,135377687,35269,521025
1405,prizzaa,pt,['Português'],Just Chatting,509658,225886040,16312,293037
1406,pubg_battlegroundstr,tr,"['Türkçe', 'PUBG', 'BATTLEGROUNDS', 'PUBGEsports', 'BattleRoyale', 'DroplarEtkin']",PUBG: BATTLEGROUNDS,493057,149232299,3491,140832
1407,pulgaboy,pt,"['Fortnite', 'Português']",Fortnite,33214,48340211,36038,762282
1408,ramee,en,['English'],Grand Theft Auto V,32982,95873995,131544,596469
1409,razerninjas,en,['English'],Wuthering Waves,209738946,65428174,16397,63407
1410,recrent,ru,['Русский'],Special Events,509663,39154778,106899,1367614
1411,pijack11,pt,"['Toplane', 'Português']",Call of Dragons,561028012,48898260,36531,573418
1412,playhard,pt,"['Playhard', 'LOUD', 'PH', 'Português', 'GTARP', 'gta']",Just Chatting,509658,66934438,19676,1129076
1413,raeyei,en,"['Anime', 'English', 'Vtuber']",Black Myth: Wukong,519291,134661043,17848,190261
1414,rakanoolive,ar,rakanoolive,Just Chatting,509658,119638640,29777,1705411
1415,rdulive,en,"['Autobattler', 'English', 'Educational']",Hearthstone,138585,59965916,49656,334038
1416,ploo,en,"['fps', 'English']",VALORANT,516575,102731041,44917,654467
1417,polsatgames,pl,"['Polski', 'LOL', 'ERL', 'leagueoflegends', 'Lolesports', 'Turniej', 'Esports', 'Esport', 'EMEA', 'emeamasters']",League of Legends,21779,253036018,18658,277028
1418,qttsix,zh,['中文'],Black Myth: Wukong,519291,16677765,26130,221734
1419,quattroace,ru,"['Русский', 'English']",Arena Breakout: Infinite,401587136,134593986,8563,210034
1420,purple_hs,en,purple_hs,Hearthstone,138585,84553934,13499,88966
1421,quarterjade,en,['English'],League of Legends,21779,173758090,52376,1172865
1422,reetlol,en,"['Competitive', 'English', 'Tournament']",Fortnite,33214,269835621,42979,1014033
1423,putupau,es,"['Español', 'waifus', 'Gacha', 'Genshin', 'GenshinnImpact', 'wuwa', 'wutheringwaves', 'HSR', 'Honkai', 'DropsActivados']",Honkai: Star Rail,213930085,74547134,33782,456307
1424,pwgood,ru,['Русский'],Minecraft,27471,116738112,5908,353251
